project_id,phase,title,description,weight,status,completed_by,completed_at,completed_by_role,applicable_technologies,applicable_site_types,notes,order,id,created_date,updated_date,created_by_id,is_sample
"69446854780ef4313161859b","performance","Core Web Vitals > 90","","critical","pending","","","","[""all""]","[""ecommerce"",""landing"",""corporate""]","","3","6944685854ec5d4a7aed8682","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","performance","CDN implementado","","high","pending","","","","[""all""]","[""ecommerce"",""corporate""]","","6","6944685854ec5d4a7aed8683","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","responsive","Mobile first implementado","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","1","6944685854ec5d4a7aed8684","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","responsive","Breakpoints testeados","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","2","6944685854ec5d4a7aed8685","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","responsive","Touch targets adecuados","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","3","6944685854ec5d4a7aed8686","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","responsive","Imágenes responsive","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","4","6944685854ec5d4a7aed8687","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","responsive","Menú mobile funcional","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","5","6944685854ec5d4a7aed8688","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","qa","Cross-browser testing","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","1","6944685854ec5d4a7aed8689","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","qa","Links verificados (no rotos)","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","2","6944685854ec5d4a7aed868a","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","qa","Formularios testeados end-to-end","","critical","pending","","","","[""all""]","[""landing"",""ecommerce"",""corporate""]","","3","6944685854ec5d4a7aed868b","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","qa","Flujo de compra verificado","","critical","pending","","","","[""all""]","[""ecommerce""]","","4","6944685854ec5d4a7aed868c","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","qa","Contenido revisado (ortografía)","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","5","6944685854ec5d4a7aed868d","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","qa","Analytics configurado","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","6","6944685854ec5d4a7aed868e","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","qa","Conversiones trackeadas","","critical","pending","","","","[""all""]","[""landing"",""ecommerce""]","","7","6944685854ec5d4a7aed868f","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","qa","SEO – Meta tags configurados","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","8","6944685854ec5d4a7aed8690","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","qa","SEO – Schema markup implementado","","high","pending","","","","[""all""]","[""ecommerce"",""corporate"",""blog""]","","9","6944685854ec5d4a7aed8691","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","qa","SEO – Alt text en imágenes","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","10","6944685854ec5d4a7aed8692","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","qa","SEO – Estructura de headings correcta","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","11","6944685854ec5d4a7aed8693","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"69446854780ef4313161859b","qa","Accesibilidad – Contraste de colores WCAG","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","12","6944685854ec5d4a7aed8694","2025-12-18T20:47:20.445000","2025-12-18T20:47:20.445000","6940670cff749d8ea0c5d536","false"
"694466e4d16c395a2d761e78","responsive","Mobile first implementado","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","1","694466e9794eb728db1e5a1d","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","responsive","Breakpoints testeados","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","2","694466e9794eb728db1e5a1e","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","responsive","Touch targets adecuados","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","3","694466e9794eb728db1e5a1f","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","responsive","Imágenes responsive","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","4","694466e9794eb728db1e5a20","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","responsive","Menú mobile funcional","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","5","694466e9794eb728db1e5a21","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","Cross-browser testing","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","1","694466e9794eb728db1e5a22","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","Links verificados (no rotos)","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","2","694466e9794eb728db1e5a23","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","Formularios testeados end-to-end","","critical","pending","","","","[""all""]","[""landing"",""ecommerce"",""corporate""]","","3","694466e9794eb728db1e5a24","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","Flujo de compra verificado","","critical","pending","","","","[""all""]","[""ecommerce""]","","4","694466e9794eb728db1e5a25","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","Contenido revisado (ortografía)","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","5","694466e9794eb728db1e5a26","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","Analytics configurado","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","6","694466e9794eb728db1e5a27","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","Conversiones trackeadas","","critical","pending","","","","[""all""]","[""landing"",""ecommerce""]","","7","694466e9794eb728db1e5a28","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","SEO – Meta tags configurados","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","8","694466e9794eb728db1e5a29","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","SEO – Schema markup implementado","","high","pending","","","","[""all""]","[""ecommerce"",""corporate"",""blog""]","","9","694466e9794eb728db1e5a2a","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","SEO – Alt text en imágenes","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","10","694466e9794eb728db1e5a2b","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","SEO – Estructura de headings correcta","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","11","694466e9794eb728db1e5a2c","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","Accesibilidad – Contraste de colores WCAG","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","12","694466e9794eb728db1e5a2d","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","Accesibilidad – Navegación por teclado","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","13","694466e9794eb728db1e5a2e","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","qa","SEO – Sitemap XML generado","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","14","694466e9794eb728db1e5a2f","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","security","SSL/HTTPS activo","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","1","694466e9794eb728db1e5a30","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","security","Datos sensibles protegidos","","critical","pending","","","","[""all""]","[""ecommerce"",""corporate""]","","4","694466e9794eb728db1e5a31","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","security","Pasarela de pago segura","","critical","pending","","","","[""all""]","[""ecommerce""]","","6","694466e9794eb728db1e5a32","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","delivery","Documentación entregada","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","1","694466e9794eb728db1e5a33","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","delivery","Capacitación realizada","","medium","pending","","","","[""wordpress"",""webflow""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","2","694466e9794eb728db1e5a34","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","delivery","Credenciales entregadas","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","3","694466e9794eb728db1e5a35","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","delivery","Plan de mantenimiento acordado","","medium","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","4","694466e9794eb728db1e5a36","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","delivery","Aprobación final del cliente","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","5","694466e9794eb728db1e5a37","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","delivery","Proyecto listo para iniciar – Validación final","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","6","694466e9794eb728db1e5a38","2025-12-18T20:41:13.663000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","performance","Imágenes optimizadas","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","1","694466e9794eb728db1e5a19","2025-12-18T20:41:13.662000","2025-12-18T20:41:13.662000","anonymous","false"
"694466e4d16c395a2d761e78","performance","Lazy loading implementado","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","2","694466e9794eb728db1e5a1a","2025-12-18T20:41:13.662000","2025-12-18T20:41:13.662000","anonymous","false"
"694466e4d16c395a2d761e78","performance","Core Web Vitals > 90","","critical","pending","","","","[""all""]","[""ecommerce"",""landing"",""corporate""]","","3","694466e9794eb728db1e5a1b","2025-12-18T20:41:13.662000","2025-12-18T20:41:13.662000","anonymous","false"
"694466e4d16c395a2d761e78","performance","CDN implementado","","high","pending","","","","[""all""]","[""ecommerce"",""corporate""]","","6","694466e9794eb728db1e5a1c","2025-12-18T20:41:13.662000","2025-12-18T20:41:13.663000","anonymous","false"
"694466e4d16c395a2d761e78","documentation","Brief – Objetivo del sitio claramente definido","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","1","694466e9794eb728db1e59ee","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","documentation","Brief de Descubrimiento Tecnológico completo","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","2","694466e9794eb728db1e59ef","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","documentation","Alcance aprobado (qué incluye / qué no incluye)","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","3","694466e9794eb728db1e59f0","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","documentation","KPIs esperados documentados","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","4","694466e9794eb728db1e59f1","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","documentation","Propuesta cargada y validada (URL)","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","5","694466e9794eb728db1e59f2","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","documentation","Propuesta coincide con el brief (validación PO)","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","6","694466e9794eb728db1e59f3","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","documentation","Cronograma del Proyecto (URL al cronograma)","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","7","694466e9794eb728db1e59f4","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","planning","Canal único de comunicación definido","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","1","694466e9794eb728db1e59f5","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","planning","Repositorio centralizado de insumos (URL carpeta)","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","2","694466e9794eb728db1e59f6","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","planning","Equipo completo asignado – UX","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","3","694466e9794eb728db1e59f7","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","planning","Equipo completo asignado – UI","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","4","694466e9794eb728db1e59f8","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","planning","Equipo completo asignado – DEV","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","5","694466e9794eb728db1e59f9","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","planning","Equipo completo asignado – QA","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","6","694466e9794eb728db1e59fa","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","planning","Equipo completo asignado – Líder Web","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","7","694466e9794eb728db1e59fb","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","planning","Kickoff formal realizado","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","8","694466e9794eb728db1e59fc","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","planning","Acta de reunión de kickoff cargada","","medium","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","9","694466e9794eb728db1e59fd","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","ux_ui","Wireframes o diseño final aprobado","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","1","694466e9794eb728db1e59fe","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","ux_ui","Diseño responsive aprobado","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","2","694466e9794eb728db1e59ff","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","ux_ui","Estados especiales diseñados (error, hover, success)","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","3","694466e9794eb728db1e5a00","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","ux_ui","Favicon incluido","","medium","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","4","694466e9794eb728db1e5a01","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","ux_ui","Referentes visuales / animaciones aprobadas","","medium","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","5","694466e9794eb728db1e5a02","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","ux_ui","Revisión de calidad – Observaciones QA","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","6","694466e9794eb728db1e5a03","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","ux_ui","Validación de accesibilidad (si aplica)","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","7","694466e9794eb728db1e5a04","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","ux_ui","Acta de entrega a desarrollo","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","8","694466e9794eb728db1e5a05","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","ux_ui","Reunión interna documentada","","medium","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","9","694466e9794eb728db1e5a06","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","ux_ui","Pendientes y dudas definidos","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","10","694466e9794eb728db1e5a07","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","content","Textos finales aprobados por cliente (no borradores)","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","1","694466e9794eb728db1e5a08","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","content","Textos revisados por Copy (si aplica)","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","2","694466e9794eb728db1e5a09","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","content","Textos revisados por SEO (si aplica)","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","3","694466e9794eb728db1e5a0a","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","content","Idioma(s) definidos","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","4","694466e9794eb728db1e5a0b","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","content","Material para traducción (si aplica)","","medium","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","5","694466e9794eb728db1e5a0c","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","content","Assets multimedia cargados en carpeta compartida","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","6","694466e9794eb728db1e5a0d","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","content","Imágenes optimizadas para web","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","7","694466e9794eb728db1e5a0e","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","technical","Dominio definido","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","1","694466e9794eb728db1e5a0f","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","technical","Hosting / servidor confirmado","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","2","694466e9794eb728db1e5a10","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","technical","Accesos necesarios disponibles","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","3","694466e9794eb728db1e5a11","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","technical","Requerimientos especiales – Formularios","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","4","694466e9794eb728db1e5a12","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","technical","Requerimientos especiales – Integraciones","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","5","694466e9794eb728db1e5a13","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","technical","Requerimientos especiales – CMS","","critical","pending","","","","[""wordpress"",""webflow""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","6","694466e9794eb728db1e5a14","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","development","Componentes reutilizables","","medium","pending","","","","[""webflow"",""custom""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","3","694466e9794eb728db1e5a15","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","development","Validaciones de formularios","","critical","pending","","","","[""all""]","[""landing"",""ecommerce"",""corporate""]","","4","694466e9794eb728db1e5a16","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","development","Manejo de errores implementado","","high","pending","","","","[""all""]","[""landing"",""ecommerce"",""corporate""]","","5","694466e9794eb728db1e5a17","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"694466e4d16c395a2d761e78","development","Funcionalidades testeadas","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","6","694466e9794eb728db1e5a18","2025-12-18T20:41:13.661000","2025-12-18T20:41:13.661000","anonymous","false"
"6944651b1022fce5a8f0665d","qa","Links verificados (no rotos)","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","2","694465229898a5f2352819d4","2025-12-18T20:33:38.608000","2025-12-18T20:33:38.608000","anonymous","false"
"6944651b1022fce5a8f0665d","qa","Formularios testeados end-to-end","","critical","pending","","","","[""all""]","[""landing"",""ecommerce"",""corporate""]","","3","694465229898a5f2352819d5","2025-12-18T20:33:38.608000","2025-12-18T20:33:38.608000","anonymous","false"
"6944651b1022fce5a8f0665d","qa","Flujo de compra verificado","","critical","pending","","","","[""all""]","[""ecommerce""]","","4","694465229898a5f2352819d6","2025-12-18T20:33:38.608000","2025-12-18T20:33:38.608000","anonymous","false"
"6944651b1022fce5a8f0665d","qa","Contenido revisado (ortografía)","","high","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","5","694465229898a5f2352819d7","2025-12-18T20:33:38.608000","2025-12-18T20:33:38.608000","anonymous","false"
"6944651b1022fce5a8f0665d","qa","Analytics configurado","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","6","694465229898a5f2352819d8","2025-12-18T20:33:38.608000","2025-12-18T20:33:38.608000","anonymous","false"
"6944651b1022fce5a8f0665d","qa","Conversiones trackeadas","","critical","pending","","","","[""all""]","[""landing"",""ecommerce""]","","7","694465229898a5f2352819d9","2025-12-18T20:33:38.608000","2025-12-18T20:33:38.608000","anonymous","false"
"6944651b1022fce5a8f0665d","qa","SEO – Meta tags configurados","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","8","694465229898a5f2352819da","2025-12-18T20:33:38.608000","2025-12-18T20:33:38.608000","anonymous","false"
"6944651b1022fce5a8f0665d","qa","SEO – Schema markup implementado","","high","pending","","","","[""all""]","[""ecommerce"",""corporate"",""blog""]","","9","694465229898a5f2352819db","2025-12-18T20:33:38.608000","2025-12-18T20:33:38.608000","anonymous","false"
"6944651b1022fce5a8f0665d","qa","SEO – Alt text en imágenes","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","10","694465229898a5f2352819dc","2025-12-18T20:33:38.608000","2025-12-18T20:33:38.608000","anonymous","false"
"6944651b1022fce5a8f0665d","qa","SEO – Estructura de headings correcta","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","11","694465229898a5f2352819dd","2025-12-18T20:33:38.608000","2025-12-18T20:33:38.608000","anonymous","false"
"6944651b1022fce5a8f0665d","qa","Accesibilidad – Contraste de colores WCAG","","critical","pending","","","","[""all""]","[""landing"",""corporate"",""ecommerce"",""blog""]","","12","694465229898a5f2352819de","2025-12-18T20:33:38.608000","2025-12-18T20:33:38.608000","anonymous","false"
